36,2.148807367505782,8,50
34,1.864582194893385,10,242
48,8.075802688587874,48,870
93,7.470794701392341,26,20
3,6.748473459286921,27,683
98,2.76893750817091,1,630
42,1.7490887430950752,0,128
77,7.04474258393494,5,484
21,4.631501999901332,24,365
73,8.404285325354325,34,105
0,2.048657621804457,15,706
10,1.649588680867573,3,225
43,1.24833057490086,46,652
58,7.220806624027486,37,783
23,0.30452964941600325,43,118
59,7.469942401995034,19,545
2,0.9259616511851354,24,151
98,2.174504927055718,6,908
62,7.492544170632397,20,901
35,7.316937564646905,6,38
94,0.4561463715088643,28,769
67,2.0915702948084114,6,266
82,2.8691504330060456,2,6
46,6.772633053384269,28,893
99,0.6303828966937675,28,262
20,5.556492427701452,38,614
81,0.09240073486540767,37,934
50,8.330380975093908,5,331
27,9.84329434348122,45,370
14,7.034947841347021,9,341
41,1.8163120049204873,36,382
58,5.123934632959037,13,370
65,5.804471371881301,21,690
36,7.875421559550259,31,819
10,6.064754600685757,17,258
86,2.184028548119228,35,332
43,4.551688151933373,45,669
11,8.788697417774708,8,521
2,4.922682415051587,25,627
51,7.155611574590398,21,968
80,4.861595603111977,45,389
32,7.08548150020003,37,628
54,4.9814022550747,22,181
0,8.445500794719424,16,235
38,1.943422229429832,25,193
19,7.733260096105699,46,811
46,9.742586638572329,37,591
42,8.623097773502831,1,62
56,7.804266511040135,5,332
60,9.850322788832358,6,559
77,7.53569606672163,12,588
30,0.04048106368426341,26,661
24,2.694794339581177,10,120
2,4.104921380944569,14,786
3,4.2822383211640815,8,345
94,2.978418185550563,7,525
98,4.0113234155862765,45,222
13,1.2065699118611972,5,604
40,9.806996740240193,47,236
72,4.06120492981311,42,105
19,5.692107600936255,3,213
95,3.436055031480987,10,518
72,7.8887277771946405,27,612
26,4.113724140379379,25,560
66,3.592714170600857,3,552
52,3.994989103160902,14,922
67,3.0183087592751656,18,158
61,7.752197774666111,5,389
14,9.26212930176315,4,143
96,3.2531030515899637,17,959
4,9.528706723868426,5,485
67,0.13948395933415347,30,37
11,5.334656817509289,24,571
86,3.0458203067590772,3,625
77,8.828599980437911,5,95
75,2.506227201938854,40,352
56,6.774118294719442,36,496
16,8.104240912598907,49,208
24,4.321480499248166,24,288
29,7.521345209879337,33,62
21,8.296022479277191,18,394
25,3.7903377210381817,33,396
80,0.9654960982745808,14,605
60,2.5613957741471225,49,832
61,5.919351581884497,7,413
83,4.7647720054983065,43,346
33,4.879345689871769,46,999
32,4.585145522366506,48,150
70,5.245926207548479,33,403
85,4.420153177948701,17,389
